"chapeau blanc","white hat hacker","FR","EN"
"chapeau gris","grey hat hacker","FR","EN"
"chef de la sécurité","chief security officer","FR","EN"
"cheval de Troie","trojan","FR","EN"
"chiffré","encrypted","FR","EN"
"chiffrement","encryption","FR","EN"
"chiffrement à connaissance nulle","zero-knowledge encryption","FR","EN"
"chiffrement au repos","encryption at rest","FR","EN"
"chiffrement côté client","client-side encryption","FR","EN"
"chiffrement de bout en bout","end-to-end encryption","FR","EN"
"chiffrement en transit","encryption in transit","FR","EN"
"chiffrement unidirectionnel","one-way encryption","FR","EN"
"chiffrer","encrypt","FR","EN"
"clé asymétrique","asymetric key","FR","EN"
"clé de licence","license serial","FR","EN"
"clé maîtresse","master key","FR","EN"
"clé privée","private key","FR","EN"
"client natif","native client","FR","EN"
"code source ouvert","open source code","FR","EN"
"coffre","vault","FR","EN"
"Coffre de l'utilisateur","User Vault","FR","EN"
"commerce électronique interentreprises","business-to-business e-commerce","FR","EN"
"confidentialité","privacy","FR","EN"
"connexion à distance","remote connection","FR","EN"
"connexion JAT","JIT connection","FR","EN"
"connexion juste-à-temps","just-in-time connection","FR","EN"
"contrat de niveau de service","Service Level Agreement","FR","EN"
"contrôle d'accès","access control","FR","EN"
"contrôle d'accès basé sur les rôles","role-based access control","FR","EN"
"contrôle de compte d’utilisateur","user account control","FR","EN"
"contrôle de l'accès","control of access","FR","EN"
"copie de sauvegarde","backup copy","FR","EN"
"copier-coller","copy-paste","FR","EN"
"copier-coller intelligent","smart copy-paste","FR","EN"
"courriel","email","FR","EN"
"crochet","hook","FR","EN"
"cryptanalyse","cryptanalysis","FR","EN"
"cryptogramme","cryptogram","FR","EN"
"cryptographie","cryptography","FR","EN"
"cyberassurance","cyber insurance","FR","EN"
"cyberattaque","cyber attack","FR","EN"
"cybercriminalité","cybercrime","FR","EN"
"cyberincident","cyber incident","FR","EN"
"cybermenace","cyber threat","FR","EN"
"cybersécurité","cyber security","FR","EN"
"cyberséminaire","cyberseminar","FR","EN"
"déchiffrement","decryption","FR","EN"
"décryptement","code breaking","FR","EN"
"défense en profondeur","defense-in-depth","FR","EN"
"délégation des fonctionnalités","feature delegation","FR","EN"
"demande d'accès temporaire","temporary access request","FR","EN"
"demande de propositions","request for proposal","FR","EN"
"demande de réservation","checkout approval","FR","EN"
"département des ventes","sales department","FR","EN"
"dépassement de mémoire tampon","buffer overflow","FR","EN"
"déploiement","deployment","FR","EN"
"déployé localement","deployed on-premises","FR","EN"
"déployé sur site","deployed on-premises","FR","EN"
"dépôt","repository","FR","EN"
"dépôt d'identifiants","credential repository","FR","EN"
"destructeur de données","data shredder","FR","EN"
"destructeur de fichiers","file shredder","FR","EN"
"détection de compte","account discovery","FR","EN"
"détection et réponse sur les terminaux","endpoint detection and response","FR","EN"
"détournement de domaine","pharming","FR","EN"
"dévoiement","pharming","FR","EN"
"Devolutions Cloud","Devolutions Cloud","FR","EN"
"Devolutions Forum","Devolutions Forum","FR","EN"
"Devolutions Gateway","Devolutions Gateway","FR","EN"
"Devolutions Gateway PowerShell Module","Devolutions Gateway PowerShell Module","FR","EN"
"Devolutions Hub","Devolutions Hub","FR","EN"
"Devolutions Hub Business","Devolutions Hub Business","FR","EN"
"Devolutions Hub Importer","Devolutions Hub Importer","FR","EN"
"Devolutions Hub Personal","Devolutions Hub Personal","FR","EN"
"Devolutions Hub Services","Devolutions Hub Services","FR","EN"
"Devolutions Launcher","Devolutions Launcher","FR","EN"
"Devolutions Localizer","Devolutions Localizer","FR","EN"
"Devolutions Portal","Devolutions Portal","FR","EN"
"Devolutions PowerShell","Devolutions PowerShell","FR","EN"
"Devolutions Server","Devolutions Server","FR","EN"
"Devolutions Server PowerShell Module","Devolutions Server PowerShell Module","FR","EN"
"Devolutions Server Secret Management","Devolutions Server Secret Management","FR","EN"
"Devolutions Updater","Devolutions Updater","FR","EN"
"Devolutions Web Login","Devolutions Web Login","FR","EN"
"Devolutions Workspace","Devolutions Workspace","FR","EN"
"dialogue","dialog","FR","EN"
"didacticiel","courseware","FR","EN"
"directeur des données","chief data officer","FR","EN"
"disponibilité","availability","FR","EN"
"disponibilité opérationnelle","operational readiness","FR","EN"
"DNS","DNS","FR","EN"
"données résiduelles","residual data","FR","EN"
"dorsale","back-end","FR","EN"
"dossier d'exploitation","runbook","FR","EN"
"double chiffrement","double encryption","FR","EN"
"DP","RFP","FR","EN"
"droits","rights","FR","EN"
"DVLS","DVLS","FR","EN"
"écouteur","listener","FR","EN"
"EDR","EDR","FR","EN"
"élément de registre","registry item","FR","EN"
"éléments d’action","action items","FR","EN"
"empreinte numérique","digital fingerprint","FR","EN"
"enregistrement de la session","session recording","FR","EN"
"entrée","entry","FR","EN"
"entrée d'identifiant","credential entry","FR","EN"
"entrée d'identifiants","credential entry","FR","EN"
"entrées d'identifiants","credential entries","FR","EN"
"épingler","pin","FR","EN"
"équilibrage des charges","load balancing","FR","EN"
"équilibré en charge","load balanced","FR","EN"
"équipe d'intervention en cas d'urgence informatique","computer emergency response team","FR","EN"
"équipe interfonctionnelle","cross-functional team","FR","EN"
"erreur de validation du certificat","certificate validation error","FR","EN"
"escroquerie au faux ordre de virement","CEO fraud","FR","EN"
"espiogiciel","spyware","FR","EN"
"estimation de la vulnérabilité","vulnerability assessment","FR","EN"
"étiquette","tag","FR","EN"
"évaluation de la vulnérabilité","vulnerability evaluation","FR","EN"
"expérience utilisateur","user experience","FR","EN"
"exploration de données","data mining","FR","EN"
"extension de navigateur","browser extension","FR","EN"
"extension de navigateur Web","web browser extension","FR","EN"
"extension S/MIME","Secure Multipurpose Internet Mail Extension","FR","EN"
"faire passer par le tunnel","tunneling","FR","EN"
"favicône","favicon","FR","EN"
"fenêtre contextuelle","popup","FR","EN"
"feuille de route","roadmap","FR","EN"
"fichier de configuration","configuration file","FR","EN"
"fonction de dérivation de clé","key derivation function","FR","EN"
"fournisseur d'infrastructures essentielles","critical infrastructure provider","FR","EN"
"fournisseur de services gérés","managed service provider","FR","EN"
"fournisseur PAM","PAM provider","FR","EN"
"fragmentation","fragmentation","FR","EN"
"générateur de mots de passe à usage unique","one-time password generator","FR","EN"
"géorepérage","geofencing","FR","EN"
"gestion de l'accès","access management","FR","EN"
"gestion de l'alimentation","power management","FR","EN"
"gestion des accès privilégiés","privileged access management","FR","EN"
"gestion des identités et des accès","identity and access management","FR","EN"
"gestionnaire de mots de passe basé sur le nuage","cloud-based password manager","FR","EN"
"gestionnaire de mots de passe infonuagique","cloud-based password manager","FR","EN"
"gestionnaire de protocole","protocol handler","FR","EN"
"gestionnaire en cybersécurité","cybersecurity manager","FR","EN"
"gestionnaire IIS","IIS Manager","FR","EN"
"gigaoctet","gigabyte","FR","EN"
"Go","GB","FR","EN"
"groupe imbriqué","nested group","FR","EN"
"hachage","hashing","FR","EN"
"hachage à sens unique","one-way hash","FR","EN"
"hachage multiclés","multikey hashing","FR","EN"
"hacktivisme","hacktivism","FR","EN"
"hameçonnage","phishing","FR","EN"
"hameçonnage ciblé","spear phishing","FR","EN"
"harponneur","spearphisher","FR","EN"
"haute résolution","high DPI","FR","EN"
"hébergé","hosted","FR","EN"
"hérité","inherited","FR","EN"
"hôte de service","service host","FR","EN"
"hôte distant","remote host","FR","EN"
"Hub","Hub","FR","EN"
"Hub Business","Hub Business","FR","EN"
"Hub Importer","Hub Importer","FR","EN"
"Hub Personal","Hub Personal","FR","EN"
"IAM","IAM","FR","EN"
"ID de locataire","Tenant ID","FR","EN"
"identifiant","credential","FR","EN"
"identifiant URI","URI","FR","EN"
"identificateur biométrique","biometric identifier","FR","EN"
"identificateur de sécurité","security identifier","FR","EN"
"identificateur du matériel","hardware identifier","FR","EN"
"identificateur unique universel","universal unique identifier","FR","EN"
"implantation","implementation","FR","EN"
"incident","threat event","FR","EN"
"infonuagique","cloud computing","FR","EN"
"information sensible","sensitive information","FR","EN"
"informations d'identification d'administration","administrative credentials","FR","EN"
"infraction de conformité","compliance violation","FR","EN"
"injection des identifiants","access brokering","FR","EN"
"installation furtive","drive-by installation","FR","EN"
"installé localement","installed on-premises","FR","EN"
"intégrité des données","data integrity","FR","EN"
"interface de communication HSC","host software communication","FR","EN"
"interface truquée","dark pattern","FR","EN"
"invite d'élévation","elevation prompt","FR","EN"
"IRS","IRS","FR","EN"
"JAT","JIT","FR","EN"
"jeton d'authentification matériel","hardware authentication token","FR","EN"
"jeton d’accès","access token","FR","EN"
"jeton de sécurité matériel","hardware security token","FR","EN"
"jeton matériel","hardware token","FR","EN"
"journal d'administration","administration log","FR","EN"
"journal de base de données","data source log","FR","EN"
"juste-à-temps","just-in-time","FR","EN"
"langage SQL","SQL language","FR","EN"
"lecteur mappé","mapped drive","FR","EN"
"lecture seule","read-only","FR","EN"
"liste blanche","allowlist","FR","EN"
"liste déroulante","drop-down list","FR","EN"
"liste des exceptions","exception list","FR","EN"
"liste noire","blocklist","FR","EN"
"logiciel criminel","crimeware","FR","EN"
"logiciel de rançon","ransomware","FR","EN"
"logiciel didactique","educational software","FR","EN"
"logiciel espion","spyware","FR","EN"
"logiciel malveillant","malicious software","FR","EN"
"lot","batch","FR","EN"
"machine virtuelle","virtual machine","FR","EN"
"macOS","macOS","FR","EN"
"macro de frappe","typing macro","FR","EN"
"magasin de certificats","certificate store","FR","EN"
"maliciel","malware","FR","EN"
"mandataire d'application Web","Web application proxy","FR","EN"
"mappage réseau","network mapping","FR","EN"
"markdown","markdown","FR","EN"
"marque biométrique","biometric mark","FR","EN"
"mauvais acteur","malicious actor","FR","EN"
"mécanisme de filtrage des courriels","email filter","FR","EN"
"mécanisme de filtrage du Web","web filter","FR","EN"
"mégadonnées","Big Data","FR","EN"
"mégaoctet","megabyte","FR","EN"
"meilleures pratiques","best practices","FR","EN"
"menace active","active threat","FR","EN"
"menace liée à la sécurité des TI","IT threat","FR","EN"
"menace passive","passive threat","FR","EN"
"menu déroulant","drop-down menu","FR","EN"
"message chiffré","enciphered message","FR","EN"
"message d'approbation","approval message","FR","EN"
"message unidirectionnel","one-way message","FR","EN"
"messages texte","SMS messages","FR","EN"
"métadonnées","metadata","FR","EN"
"Microsoft Authenticator","Microsoft Authenticator","FR","EN"
"miniature","thumbnail","FR","EN"
"mise à l'échelle","display scaling","FR","EN"
"mise en page","layout","FR","EN"
"Mo","MB","FR","EN"
"mode sans assistance","unattended mode","FR","EN"
"modèle","template","FR","EN"
"modèle de référence OSI","Open System Interconnection","FR","EN"
"module","add-on","FR","EN"
"module de base","core module","FR","EN"
"module Devolutions.PowerShell","Devolutions.PowerShell module","FR","EN"
"moniteur d'activité","activity monitor","FR","EN"
"mot de passe","password","FR","EN"
"mot de passe à usage unique","one-time password","FR","EN"
"mot de passe d'application","application password","FR","EN"
"mot de passe maître","master password","FR","EN"
"multiplateforme","cross-platform","FR","EN"
"mystification du protocole Internet","Internet Protocol spoofing","FR","EN"
"mystification IP","IP spoofing","FR","EN"
"NIP","PIN","FR","EN"
"niveau d’intégrité","integrity level","FR","EN"
"nom d'enregistrement","registration name","FR","EN"
"nom d'hôte du certificat","certificate host name","FR","EN"
"nom de connexion","login name","FR","EN"
"nomenclature logicielle","Software Build of Material","FR","EN"
"non chiffré","unencrypted","FR","EN"
"non pris en charge","not supported","FR","EN"
"norme AES","AES","FR","EN"
"norme de chiffrement avancé","Advanced Encryption Standard","FR","EN"
"notes de publication","release notes","FR","EN"
"notification Push","push notification","FR","EN"
"nuage","cloud","FR","EN"
"numérique","digital","FR","EN"
"numéro d'identification personnel","personal identification number","FR","EN"
"objet stratégie de groupe","group policy object","FR","EN"
"observabilité","observability","FR","EN"
"octet","byte","FR","EN"
"octroi de l'accès","granting access","FR","EN"
"octroyer l'accès","grant access","FR","EN"
"ordinateur zombie","zombie computer","FR","EN"
"outil connexe","companion tool","FR","EN"
"page de renvoi","landing page","FR","EN"
"paquet","package","FR","EN"
"paquet d'installation","installation package","FR","EN"
"pare-feu","firewall","FR","EN"
"perçage de mots de passe","password cracking","FR","EN"
"permissions","permissions","FR","EN"
"phrase secrète","passphrase","FR","EN"
"piratage psychologique","social engineering","FR","EN"
"piste d'audit","audit trail","FR","EN"
"point d'accès","access point","FR","EN"
"point d'entrée","entry point","FR","EN"
"point de terminaison","endpoint","FR","EN"
"point terminal","endpoint","FR","EN"
"points de suspension","ellipsis","FR","EN"
"politique en matière de rangement du bureau","clean desk policy","FR","EN"
"porte dérobée","backdoor","FR","EN"
"posture de sécurité","security posture","FR","EN"
"presse-papier","clipboard","FR","EN"
"principe de moindre privilège","principle of Least Privilege","FR","EN"
"principe des quatre yeux","four-eye principle","FR","EN"
"privilèges administratifs","administrative privileges","FR","EN"
"privilèges d'administration","administrative privileges","FR","EN"
"professionnel de l'informatique","IT professionnal","FR","EN"
"professionnel des TI","IT professionnal","FR","EN"
"profileur","profiler","FR","EN"
"programme malveillans furtif","rootkit","FR","EN"
"protocole","protocol","FR","EN"
"protocole allégé d'accès annuaire","Lightweight Directory Access Protocol","FR","EN"
"protocole d'acheminement couche 2","layer 2 tunneling","FR","EN"
"protocole d'autentification par mot de passe","password authentication protocol","FR","EN"
"protocole d'authentification PAP","password authentication protocol","FR","EN"
"protocole de Bureau à distance","Remote Desktop protocol","FR","EN"
"protocole de contrôle de transmission","Transmission Control Protocol","FR","EN"
"protocole de datagramme utilisateur","User Datagram Protocol","FR","EN"
"protocole de point à point","point-to-point protocol","FR","EN"
"protocole de résolution inverse d'adresse","Reverse Address Resolution Protocol","FR","EN"
"protocole de transfert de fichiers","File Transfer Protocol","FR","EN"
"protocole de transfert hypertexte","HyperText Transfer Protocol","FR","EN"
"protocole FTP","File Transfer Protocol","FR","EN"
"protocole HTTP","HTTP","FR","EN"
"protocole LDAP","LDAP","FR","EN"
"protocole OSPF","Open Shortest Path First","FR","EN"
"protocole PAP","PAP","FR","EN"
"protocole PPP","point-to-point protocol","FR","EN"
"protocole RARP","RARP","FR","EN"
"protocole RDP","RDP protocol","FR","EN"
"protocole SET","Secure Electronic Transaction Protocol","FR","EN"
"protocole SSH","SSH protocol","FR","EN"
"protocole SSL","Secure Socket Layer","FR","EN"
"protocole TCP","TCP","FR","EN"
"protocole TELNET","TELNET protocol","FR","EN"
"protocole TFTP","Trivial File Transfer Protocol","FR","EN"
"protocole tunnel point à point","point-to-point tunneling protocol","FR","EN"
"protocole UDP","UDP","FR","EN"
"provisionnement","provisioning","FR","EN"
"proxy","proxy","FR","EN"
"racine","root","FR","EN"
"rançongiciel","ransomware","FR","EN"
"RDM","RDM","FR","EN"
"reconnaissance de la voix","voice recognition","FR","EN"
"reconnaissance faciale","facial recognition","FR","EN"
"reconnaissance vocale","voice recognition","FR","EN"
"registre","registry","FR","EN"
"règlement général sur la protection des données","general Data Protection Regulation","FR","EN"
"réinitialisation d'urgence","emergency reset","FR","EN"
"Remote Desktop Manager","Remote Desktop Manager","FR","EN"
"Remote Desktop Manager Agent","Remote Desktop Manager Agent","FR","EN"
"Remote Desktop Manager Jump","Remote Desktop Manager Jump","FR","EN"
"reniflage de mots de passe","password sniffing","FR","EN"
"répertoire","directory","FR","EN"
"reprise après sinistre en tant que service","disaster recovery as a service","FR","EN"
"réseau","network","FR","EN"
"réseau privé virtuel","virtual private network","FR","EN"
"réseau segmenté","segmented network","FR","EN"
"réservation","checkout","FR","EN"
"réserver","check out","FR","EN"
"résolution de problèmes","troubleshooting","FR","EN"
"responsable de la sécurité de l'information","chief information security officer","FR","EN"
"restituer","check in","FR","EN"
"restitution","check-in","FR","EN"
"rétro-ingénierie","reverse engineering","FR","EN"
"RGPD","GDPR","FR","EN"
"rôle de serveur","server role","FR","EN"
"routage à la source","source rooting","FR","EN"
"routeur virtuel","virtual router","FR","EN"
"rubrique","topic","FR","EN"
"salons de clavardage","chatrooms","FR","EN"
"sauvegarde incrémentielle","incremental backup","FR","EN"
"SBOM","SBOM","FR","EN"
"scannage de ports","portscanning","FR","EN"
"scanneur de ports","port scanner","FR","EN"
"schéma de déverrouillage","lock pattern","FR","EN"
"sécurisation dès la conception","security by design","FR","EN"
"sécurisé dès la conception","secure by design","FR","EN"
"sécurité de point terminal","endpoint sécurity","FR","EN"
"sécurité logicielle","software security","FR","EN"
"séminaire en ligne","online seminar","FR","EN"
"séminaire Web","web seminar","FR","EN"
"séparation déontologique","ethical walls","FR","EN"
"séparation des tâches","Segregation of Duties","FR","EN"
"serveur d'applications","application server","FR","EN"
"serveur mandataire","proxy server","FR","EN"
"service d'installateur personnalisé","custom installer service","FR","EN"
"service de domaine","domain service","FR","EN"
"service de répertoire","directory service","FR","EN"
"services Bureau à distance","Remote Desktop Services","FR","EN"
"session côté serveur","server-side session","FR","EN"
"session nulle","null session","FR","EN"
"SID","SID","FR","EN"
"SIEM","SIEM","FR","EN"
"signature électronique","electronic signature","FR","EN"
"signature numérique","digital signature","FR","EN"
"sinistre informatique","computer disaster","FR","EN"
"site Web","website","FR","EN"
"SMSI","ISMS","FR","EN"
"source de données","data source","FR","EN"
"sous-entrée","sub entry","FR","EN"
"soutien technique","technical support","FR","EN"
"standard de chiffrement avancé","Advanced Encryption Standard","FR","EN"
"sur site","on-premises","FR","EN"
"système d'exploitation","operating system","FR","EN"
"système d'exploitation hôte","host operating system","FR","EN"
"système d'exploitation invité","guest operating system","FR","EN"
"système de billetterie","ticketing system","FR","EN"
"système de détection d'intrusion sur réseau","network intrusion detection system","FR","EN"
"système de management de la sécurité de l'information","information Security Management System","FR","EN"
"système de noms de domaine","Domain Name System","FR","EN"
"système de notification des incidents","Incident Reporting System","FR","EN"
"système fédéré","federated system","FR","EN"
"système hérité","legacy system","FR","EN"
"tableau de bord","dashboard","FR","EN"
"techniciens du service d'assistance","help desk technicians","FR","EN"
"technique cryptographique asymétrique","asymmetric cryptographic technique","FR","EN"
"technique cryptographique symétrique","symmetric cryptographic technique","FR","EN"
"téléchargements furtifs","drive-by download","FR","EN"
"télémédecine","telemedicine","FR","EN"
"témoin","cookie","FR","EN"
"test d'intrusion","penetration test","FR","EN"
"texte chiffré","ciphertext","FR","EN"
"texte en clair","plaintext","FR","EN"
"texto","SMS","FR","EN"
"toile de confiance","web of trust","FR","EN"
"traduction d'adresses de réseau","network address translation","FR","EN"
"trafic de réseau","network traffic","FR","EN"
"trafic de réseau non lié","unrelated network traffic","FR","EN"
"transaction électronique sécurisée","secure electronic transaction","FR","EN"
"transaction sécurisée","secure transaction","FR","EN"
"tunnelisation","tunneling","FR","EN"
"UAC","UAC","FR","EN"
"URI","URI","FR","EN"
"URI d'accès","access URI","FR","EN"
"utilisateur final","end user","FR","EN"
"validation du certificat","certificate validation","FR","EN"
"variable d'environnement","environment Variable Edition","FR","EN"
"ver informatique","computer worm","FR","EN"
"violation de données","data breach","FR","EN"
"virage numérique","digital shift","FR","EN"
"virtualisation","virtualization","FR","EN"
"virus polymorphe","polymorphic virus","FR","EN"
"vitesse d'horloge du processeur","CPU clock speed","FR","EN"
"Volet de navigation","Navigation Pane","FR","EN"
"volume de démarrage","boot volume","FR","EN"
"vue consolidée","consolidated view","FR","EN"
"vulnérabilité logicielle","software vulnerability","FR","EN"
"Web","web","FR","EN"
"webinaire","webinar","FR","EN"
